ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
ஆ	RP_INJ	I-NP	A,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
99	QT_QTC	B-NP	99,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B0	QT_QTC	B-NP	B0,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஆ	RP_INJ	B-NP	AA,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B0	QT_QTC	B-NP	B0,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஆ	RP_INJ	I-NP	A,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஐ	N_NN	B-NP	BE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ4	QT_QTC	B-NP	A4,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
89	QT_QTC	B-NP	89,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B1	QT_QTC	B-NP	B1,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81	QT_QTC	B-NP	81,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ4	QT_QTC	B-NP	A4,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
அர்டிச்லே9606057	N_NN	I-NP	article9606057,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

ஏசே	DM_DMQ	B-BLK	ece,unk,,,,,,	o
?	RD_PUNC	I-BLK	?,punc,,,,,,	o

ஹோமேபgஏ	N_NNP	B-NP	homepage,unk,,,,,,	{MCL}
=	RD_PUNC	I-NP	=,punc,,,,,	o
ட்ருஏ	N_NN	B-NP	true,unk,,,,,,	o
தோனியின்	N_NN	I-NP	wonYi,N,inY-GEN,,,m,	o
தனிப்பட்ட	JJ	B-NP	wanYippatta,ADJ,,,,,	o
ஆதார்	N_NN	I-NP	AwAr,N,,,,,	o
தகவல்கள்	N_NN	B-NP	wakaval,N,,pl,,,	o
கசிந்தது	V_VM_VF	B-VGF	kaci,V,PAST,sg,3,n,RP-PRP	o
எப்படி	DM_DMQ	B-BLK	pati,N,,,,,	o
?	RD_PUNC	I-BLK	?,punc,,,,,,	{/MCL}

நடவடிக்கைக்கு	N_NN	B-NP	natavatikkE,N,kku-DAT,pl,,,	{MCL}
மத்திய	JJ	B-NP	mawwiya,ADJ,,,,,	o
அமைச்சர்	N_NN	I-NP	amEccar,N,,,,,	o
ரவிசங்கர்	N_NNP	B-NP	ravicafkar,N,,,,,	o
பிரசாத்	N_NNP	I-NP	piracAw,N,,,,m,	o
உறுதி	N_NN	I-NP	urYuwi,N,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
தி	N_NNP	B-NP	wi,N,,,,,	o
இந்து	N_NNP	I-NP	inwu,N,,,,,	o
à®ªà®à®®à¯.	N_NNP	I-NP	à®ªà®à®®à¯.,unk,,,,,,	o
|	RD_SYM	I-NP	o	
à®ªà®¿à®à®¿à®	V_VM_VF	B-VGF	à®ªà®¿à®à®¿à®,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்திய	N_NNP	B-NP	inwiya,ADJ,,,,,	{MCL}
தனித்துவ	N_NN	I-NP	wanYiwwuvam,N,a-ADJ,,,,	o
அடையாள	N_NN	B-NP	atEyAlYam,N,a-ADJ,,,,	o
ஆணையம்	N_NN	I-NP	ANEyam,N,,,,,	o
ஆதாருக்காக	RB	B-RBP	AwAr,N,,,,,	o
உதவிப்பணியில்	N_NN	B-NP	uwavippaNiyil,unk,,,,,,	o
ஈடுபட்டிருந்த	V_VM_VNF_RP	B-VGNF	Itupattiru,V,PAST,,,,RP	o
ஜார்கண்ட்	N_NNP	B-NP	jArkaNt,N,,,,,	o
ஏஜென்சியை	N_NNP	I-NP	ejeVnYci,N,E-ACC,,,,	o
10	QT_QTC	B-NP	10,num,,,,,,	o
ஆண்டுகள்	N_NN	I-NP	ANtu,N,,pl,,,	o
தடை	N_NN	B-NP	watE,N,,pl,,,	o
செய்துள்ளது	V_VM_VF	B-VGF	ceVy,V,PRESENT,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தோனி	N_NNP	B-NP	wonYi,N,,,,m,	{MCL}
பற்றிய	PSP	B-BLK	parYrYiya,ADJ,,,,,	o
ஆதார்	N_NN	B-NP	AwAr,N,,,,,	o
விண்ணப்ப	N_NN	B-NP	viNNappam,N,a-ADJ,,,,	o
சொந்தத்	JJ	B-NP	coVnwa,ADJ,,,,,	o
தகவல்கள்	N_NN	I-NP	wakaval,N,,pl,,,	o
சமூக	N_NN	B-NP	camUka,ADJ,,,,,	o
வலைத்தளங்களில்	N_NN	I-NP	valEwwalYam,N,il-LOC,pl,,,	o
கசிந்ததையடுத்து	V_VM_VNF_VBN	B-VGNF	kaci,V,PAST,,,,RP-PRP-PSP	o
இந்த	DM_DMR	B-NP	inwa,ADJ,,,,,	o
நடவடிக்கை	N_NN	I-NP	natavatikkE,N,,pl,,,	o
மேற்கொள்ளப்பட்டுள்ளது	V_VM_VF	B-VGF	merYkoVlY,V,PRESENT,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஜார்கண்ட்	N_NNP	B-NP	jArkaNt,N,,,,,	{MCL}
ஏஜென்சியான	JJ	I-NP	ejeVnYci,N,AnYa-ADJ,,,,	o
காமன்	N_NNP	I-NP	kAmanY,N,,,,,	o
சர்வீசஸ்	N_NNP	I-NP	carvIcas,N,,,,,	o
சென்டர்	N_NNP	I-NP	ceVnYtar,N,,,,,	o
தோனியின்	N_NNP	I-NP	wonYi,N,inY-GEN,,,m,	o
ஆதார்	N_NN	I-NP	AwAr,N,,,,,	o
விவரங்களை	N_NN	I-NP	vivaram,N,E-ACC,pl,,,	o
இணையத்தில்	N_NN	B-NP	iNEyam,N,il-LOC,,,,	o
வெளியிட்டது	V_VM_VF	B-VGF	veVlYiyitu,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதனை	PR_PRP	B-NP	iwanY,PN,E-ACC,,,,	{NF}
தோனியின்	N_NN	B-NP	wonYi,N,inY-GEN,,,m,	o
மனைவி	N_NN	I-NP	manYEvi,N,,,,f,	o
சாக்‌ஷி	N_NN	I-NP	cAkRi,N,,,,,	o
கண்டித்து	V_VM_VNF_VBN	B-VGNF	kaNti,V,,,,,VBP	{/NF}
புகார்	N_NN	B-NP	pukAr,N,,,,,	{MCL}
எழுப்பினார்	V_VM_VF	B-VGF	eVlYYuppu,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

“	RD_SYM	B-NP	“,punc,,,,,,	o
ஏதாவது	DM_DMQ	B-BLK	ewAvawu,N,,,,,	o
அந்தங்கம்	N_NN	B-NP	anwafkam,unk,,,,,,	o
மீதமுள்ளதா	DM_DMQ	B-BLK	mIwamulYlYawA,unk,,,,,,	o
?	RD_PUNC	I-BLK	?,punc,,,,,,	o

ஆதார்	N_NN	B-NP	AwAr,N,,,,,	{COM}
அட்டைத்	N_NN	I-NP	attE,N,,,,,	o
தகவல்	N_NN	I-NP	wakaval,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
விண்ணப்பம்	N_NN	B-NP	viNNappam,N,,,,,	o
உட்பட	PSP	B-BLK	utpata,PSP,,,,,	o
பொதுச்சொத்தாகி	V_VM_VNF_VBN	B-VGF	poVwuccoVwwAki,unk,,,,,,	o
விட்டது	V_VM_VF	I-VGF	vitu,V,PAST,sg,3,n,RP-PRP	o
”	RD_SYM	I-VGF	”,punc,,,,,,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
ட்விட்டரில்	N_NN	B-NP	tvittar,N,il-LOC,,,,	{MCL}
பாய்ந்துள்ளார்	V_VM_VF	B-VGF	pAy,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அடுத்தவரின்	N_NN	B-NP	atuwwavar,N,inY-GEN,,,,	{RP}
சொந்த	JJ	B-NP	coVnwa,ADJ,,,,,	o
விவரங்களை	N_NN	I-NP	vivaram,N,E-ACC,pl,,,	o
பொதுவெளியில்	N_NN	B-NP	poVwuveVlYiyil,unk,,,,,,	o
வெளியிடுவது	V_VM_VNF_RP_PRP	B-VGNF	veVlYiyitu,V,FUTURE,,,,RP-PRP	{/RP}
சட்ட	N_NN	B-NP	catta,ADJ,,,,,	{MCL}
விரோதமானது	V_VM_VF	B-VGF	virowam,N,AnYa-ADJ,,,,	o
,	RD_PUNC	I-VGF	&comma;,punc,,,,,	{/MCL}
இதனை	PR_PRP	B-NP	iwanY,PN,E-ACC,,,,	{RP}
கவனத்துக்குக்	N_NN	B-NP	kavanYam,N,ukku-DAT,,,,	o
கொண்டு	V_VM_VNF_VBN	B-VGNF	koVlY,V,,,,,VBP	o
வந்ததற்கு	V_VM_VNF_RP_PRP	I-VGNF	vA,V,PAST,,,,RP-PRP	{/RP}
நன்றி	N_NN	B-NP	nanYrYi,N,,,,,	{COM}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
நிச்சயம்	N_NN	B-NP	niccayam,N,,,,,	o
சட்ட	N_NN	I-NP	catta,ADJ,,,,,	o
ரீதியான	JJ	B-NP	rIwi,N,AnYa-ADJ,,,,	o
நடவடிக்கை	N_NN	I-NP	natavatikkE,N,,pl,,,	o
பாயும்	V_VM_VF	B-VGF	pAy,V,FUTURE,,,,RP	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
மத்திய	JJ	B-NP	mawwiya,ADJ,,,,,	{MCL}
தகவல்	N_NN	I-NP	wakaval,N,,,,,	o
தொழில்நுட்ப	N_NN	I-NP	woVlYYilnutpa,ADJ,,,,,	o
அமைச்சர்	N_NN	I-NP	amEccar,N,,,,,	o
ரவிசங்கர்	N_NNP	B-NP	ravicafkar,N,,,,,	o
பிரசாத்	N_NNP	I-NP	piracAw,N,,,,m,	o
உறுதி	N_NN	I-NP	urYuwi,N,,,,,	o
அளித்தார்	V_VM_VF	B-VGF	alYi,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

கடந்த	JJ	B-NP	katanwa,ADJ,,,,,	{NF}
சில	QT_QTF	I-NP	cila,ADJ,,,,,	o
தினங்களுக்கு	N_NN	I-NP	winYam,N,ukku-DAT,pl,,,	o
முன்பு	PSP	B-BLK	munYpu,N,,,,,	o
இந்திய	N_NNP	B-NP	inwiya,ADJ,,,,,	o
கிரிக்கெட்	N_NNP	I-NP	kirikkeVt,N,,,,,	o
அணியின்	N_NN	I-NP	aNi,N,inY-GEN,,,,	o
ஒருநாள்	N_NN	B-NP	oVrunAlY,N,,,,,	o
போட்டி	N_NN	I-NP	potti,N,,,,,	o
கேப்டன்	N_NN	B-NP	keptanY,N,,,,,	o
தோனி	N_NNP	B-NP	wonYi,N,,,,m,	o
ஆதார்	N_NN	I-NP	AwAr,N,,,,,	o
அட்டைக்காக	RB	B-VGF	attE,N,kku-DAT,,,,	o
விண்ணப்பித்துள்ளார்	V_VM_VF	I-VGF	viNNappi,V,PRESENT,sg,3,c,	o
,	RD_PUNC	I-VGF	&comma;,punc,,,,,	o
தோனியின்	N_NNP	B-NP	wonYi,N,inY-GEN,,,m,	o
வீட்டுக்கு	N_NN	I-NP	vIt,N,ukku-DAT,,,,	o
இ	RD_PUNC	B-NP	i,DEM_DET,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
சேவை	N_NN	B-NP	cevE,N,,,,,	o
ஊழியர்கள்	N_NN	I-NP	UlYYiyar,N,,pl,,,	o
சென்று	V_VM_VNF_VBN	B-VGNF	ceVl,V,,,,,VBP	{/NF}
தகவல்கள்	N_NN	B-NP	wakaval,N,,pl,,,	{MCL}
திரட்டினர்	V_VM_VF	B-VGF	wirattu,V,PAST,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தோனி	N_NNP	B-NP	wonYi,N,,,,m,	{NF}
தன்	PR_PRF	B-NP	wanY,PN,,,,,	o
கைரேகையை	N_NN	I-NP	kErekE,N,E-ACC,,,,	o
கருவியில்	N_NN	B-NP	karuvi,N,il-LOC,,,,	o
வைத்தது	V_VM_VNF_RP_PRP	B-VGNF	vE,V,PAST,sg,3,n,RP-PRP	o
போல்	PSP	B-BLK	pol,PSP,,,,,	o
புகைப்படம்	N_NN	B-NP	pukEppatam,N,,,,,	o
எடுத்து	V_VM_VNF_VBN	B-VGNF	eVtu,V,,,,,VBP	{/NF}
சேவை	N_NN	B-NP	cevE,N,,,,,	{MCL}
மையத்தின்	N_NN	I-NP	mEyam,N,inY-GEN,,,,	o
ட்விட்டர்	N_NN	B-NP	tvittar,N,,,,,	o
பக்கத்தில்	N_NN	I-NP	pakkam,N,il-LOC,,,,	o
வெளியிடப்பட்டது	V_VM_VF	B-VGF	veVlYiyitu,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதே	PR_PRP	B-NP	awu,PN,,,,,	{MCL}
போல்	PSP	B-BLK	pol,PSP,,,,,	o
தோனியின்	N_NNP	B-NP	wonYi,N,inY-GEN,,,m,	o
ஆதார்	N_NN	I-NP	AwAr,N,,,,,	o
விண்ணப்பமே	N_NN	B-NP	viNNappam,N,,,,,	o
வெளியிடப்பட்டது	V_VM_VF	B-VGF	veVlYiyitu,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இது	PR_PRP	B-NP	iwu,PN,,,,,	{MCL}
சமூகவலைத்தளம்	N_NN	B-NP	camUkavalEwwalYam,unk,,,,,,	o
மூலம்	PSP	B-BLK	mUlam,N,,,,,	o
பரவியது	V_VM_VF	B-VGF	paravu,V,PAST,sg,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதனையடுத்து	PR_PRP	B-NP	iwanYEyatuwwu,ADV,,,,,	{MCL}
இந்திய	N_NNP	B-NP	inwiya,ADJ,,,,,	o
தனித்துவ	N_NN	I-NP	wanYiwwuvam,N,a-ADJ,,,,	o
அடையாள	N_NN	B-NP	atEyAlYam,N,a-ADJ,,,,	o
ஆணையம்	N_NN	I-NP	ANEyam,N,,,,,	o
காமன்	N_NNP	B-NP	kAmanY,N,,,,,	o
சர்வீசஸ்	N_NNP	I-NP	carvIcas,N,,,,,	o
செண்டர்	N_NNP	I-NP	ceVNtar,N,,,,,	o
சேவை	N_NN	I-NP	cevE,N,,,,,	o
நிறுவனத்தை	N_NN	I-NP	nirYuvanYam,N,E-ACC,,,,	o
10	QT_QTC	B-NP	10,num,,,,,,	o
ஆண்டுகள்	N_NN	I-NP	ANtu,N,,pl,,,	o
தடை	N_NN	B-NP	watE,N,,pl,,,	o
செய்தது	V_VM_VF	B-VGF	ceVy,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தற்போது	RB	B-RBP	warYpowu,ADV,,,,,	{MCL}
மத்திய	JJ	B-NP	mawwiya,ADJ,,,,,	o
அமைச்சரும்	N_NN	I-NP	amEccar,N,,,,,	o
சட்ட	N_NN	I-NP	catta,ADJ,,,,,	o
நடவடிக்கை	N_NN	B-NP	natavatikkE,N,,pl,,,	o
உறுதி	N_NN	B-NP	urYuwi,N,,,,,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	o
தெரிவித்துள்ளார்	V_VM_VF	B-VGF	weVrivi,V,PRESENT,sg,3,c,	{/MCL}


